"RETAILER_CONTACT_CODE";"RETAILER_SITE_CODE";"FIRST_NAME";"LAST_NAME";"FIRST_NAME_MB";"LAST_NAME_MB";"GENDER_CODE";"JOB_POSITION_EN";"JOB_POSITION_FR";"JOB_POSITION_DE";"JOB_POSITION_NL";"JOB_POSITION_JA";"JOB_POSITION_CS";"JOB_POSITION_HU";"JOB_POSITION_KO";"JOB_POSITION_PT";"JOB_POSITION_SC";"JOB_POSITION_TC";"JOB_POSITION_DA";"JOB_POSITION_EL";"JOB_POSITION_FI";"JOB_POSITION_IT";"JOB_POSITION_NO";"JOB_POSITION_PL";"JOB_POSITION_RU";"JOB_POSITION_SV";"JOB_POSITION_ES";"JOB_POSITION_TH";"JOB_POSITION_MS";"JOB_POSITION_ID";"PHONE_NUMBER";"EXTENSION";"FAX";"EMAIL"
"3573";"20554";"Roger";"Molani";"Roger";"Molani";"0";"Site Assistant Manager";"Chef adjoint de bureau";"Assistent des Filialleiters";"Filiaalassistent";"???";"Asistent vedoucího pobo?ky";"Telephelyi beosztott menedzser";"??? ?? ???";"Sub-gerente de loja";"??????";"????";"Souschef";"????????????? ????????????";"Toimipaikan johtajan avustaja";"Viceresponsabile di sede";"Assisterende butikksjef";"Asystent kierownika oddzia?u";"???. ????????? ???????? ?????";"Biträdande platschef";"Director adjunto de oficina";"????????????????????";"Pembantu Pengurus Tapak";"Asisten Manajer Situs";"1-601-3266550";"487";"1-601-3266552";"Roger.Molani@The554.com"
"3574";"20555";"Anne";"Mackenzie";"Anne";"Mackenzie";"1";"Site Manager";"Chef de bureau";"Filialleiter";"Filiaalmanager";"??";"Vedoucí pobo?ky";"Telephelyi menedzser";"??? ???";"Gerente de loja";"????";"?????";"Butikschef";"?????????? ????????????";"Toimipaikan johtaja";"Responsabile di sede";"Butikksjef";"Kierownik oddzia?u";"???????? ???????? ?????";"Platschef";"Director de oficina";"?????????????";"Pengurus Tapak";"Manajer Situs";"1-314-5644556";"447";"1-314-5644557";"Anne.Mackenzie@Big555.com"
"3575";"20556";"Helen";"Macleod";"Helen";"Macleod";"1";"Stock Manager";"Gestionnaire des stocks";"Lagerleiter";"Voorraadmanager";"???????";"Správce skladu";"Raktározási vezet?";"??? ???";"Gerente de estoques";"????";"????";"Lagerchef";"???????????? ??????????";"Varastopäällikkö";"Responsabile di magazzino";"Lagerleder";"Kierownik magazynu";"???????? ??????";"Lagerchef";"Director de almacén";"???????????????????";"Pengurus Stok";"Manajer Stok";"1-406-2366221";"885";"1-406-2366223";"Helen.Macleod@The556.com"
"3576";"20557";"Stuart";"Mackey";"Stuart";"Mackey";"0";"Assistant Purchaser";"Acheteur";"Einkaufsassistent";"Inkoopassistent";"????????";"Asistent nákup?ího";"Segédbeszerz?";"?? ???";"Assistente de compras";"?????";"????";"Indkøbsassistent";"?????? ??????????";"Sisäänostajan avustaja";"Assistente responsabile degli acquisti";"Innkjøpsassistent";"Asystent dzia?u zakupów";"????????? ?? ????????";"Inköpsassistent";"Ayudante de compras";"??????????????";"Pembantu Pembeli";"Assistant Purchaser";"1-603-2300221";"564";"1-603-2300223";"Stuart.Mackey@Natu557.com"
"3577";"20558";"Charles";"Maclaren";"Charles";"Maclaren";"0";"Chief Purchaser";"Acheteur en chef";"Einkaufsleiter";"Inkoopmanager";"?????";"Hlavní nákup?í";"Beszerz?";"?? ?? ???";"Diretor de compras";"?????";"????";"Indkøbschef";"???????????? ???????? ??????????";"Sisäänostaja";"Responsabile degli acquisti";"Innkjøpssjef";"Szef dzia?u zakupów";"???????? ?? ????????";"Inköpschef";"Jefe de compras";"??????????????";"Ketua Pembeli";"Chief Purchaser";"1-973-5688997";"125";"1-973-5688999";"Charles.Maclaren@The558.com"
"3578";"20559";"Dawn";"Livingston";"Dawn";"Livingston";"1";"District Manager";"Directeur de district";"Bezirksleiter";"Districtmanager";"?????";"Oblastní ?editel";"Körzeti menedzser";"?? ???";"Gerente de área";"????";"????";"Områdechef";"????????????? ??????????";"Aluepäällikkö";"Responsabile di zona";"Distriktssjef";"Dyrektor okr?;wy";"???????? pa?o?a";"Distriktschef";"Director de distrito";"????????????";"Pengurus Daerah";"Manajer Distrik";"1-609-4566887";"654";"1-609-4566885";"Dawn.Livingston@Surf559.com"
"3579";"20560";"Michael";"Lo";"Michael";"Lo";"0";"Site Assistant Manager";"Chef adjoint de bureau";"Assistent des Filialleiters";"Filiaalassistent";"???";"Asistent vedoucího pobo?ky";"Telephelyi beosztott menedzser";"??? ?? ???";"Sub-gerente de loja";"??????";"????";"Souschef";"????????????? ????????????";"Toimipaikan johtajan avustaja";"Viceresponsabile di sede";"Assisterende butikksjef";"Asystent kierownika oddzia?u";"???. ????????? ???????? ?????";"Biträdande platschef";"Director adjunto de oficina";"????????????????????";"Pembantu Pengurus Tapak";"Asisten Manajer Situs";"1-718-4588779";"124";"1-718-4588780";"Michael.Lo@Star560.com"
"3580";"20561";"Adriana";"Lizotte";"Adriana";"Lizotte";"1";"Site Manager";"Chef de bureau";"Filialleiter";"Filiaalmanager";"??";"Vedoucí pobo?ky";"Telephelyi menedzser";"??? ???";"Gerente de loja";"????";"?????";"Butikschef";"?????????? ????????????";"Toimipaikan johtaja";"Responsabile di sede";"Butikksjef";"Kierownik oddzia?u";"???????? ???????? ?????";"Platschef";"Director de oficina";"?????????????";"Pengurus Tapak";"Manajer Situs";"1-917-1221884";"474";"1-917-1221885";"Adriana.Lizotte@Spor561.com"
"3581";"20562";"Hal";"Loates";"Hal";"Loates";"0";"Stock Manager";"Gestionnaire des stocks";"Lagerleiter";"Voorraadmanager";"???????";"Správce skladu";"Raktározási vezet?";"??? ???";"Gerente de estoques";"????";"????";"Lagerchef";"???????????? ??????????";"Varastopäällikkö";"Responsabile di magazzino";"Lagerleder";"Kierownik magazynu";"???????? ??????";"Lagerchef";"Director de almacén";"???????????????????";"Pengurus Stok";"Manajer Stok";"1-917-2133554";"987";"1-917-2133556";"Hal.Loates@Base562.com"
"3582";"20563";"Zheng";"Liu";"Zheng";"Liu";"0";"Assistant Purchaser";"Acheteur";"Einkaufsassistent";"Inkoopassistent";"????????";"Asistent nákup?ího";"Segédbeszerz?";"?? ???";"Assistente de compras";"?????";"????";"Indkøbsassistent";"?????? ??????????";"Sisäänostajan avustaja";"Assistente responsabile degli acquisti";"Innkjøpsassistent";"Asystent dzia?u zakupów";"????????? ?? ????????";"Inköpsassistent";"Ayudante de compras";"??????????????";"Pembantu Pembeli";"Assistant Purchaser";"1-917-3255445";"897";"1-917-3255446";"Zheng.Liu@Natu563.com"
"3583";"20564";"Owen";"Lackey";"Owen";"Lackey";"0";"Chief Purchaser";"Acheteur en chef";"Einkaufsleiter";"Inkoopmanager";"?????";"Hlavní nákup?í";"Beszerz?";"?? ?? ???";"Diretor de compras";"?????";"????";"Indkøbschef";"???????????? ???????? ??????????";"Sisäänostaja";"Responsabile degli acquisti";"Innkjøpssjef";"Szef dzia?u zakupów";"???????? ?? ????????";"Inköpschef";"Jefe de compras";"??????????????";"Ketua Pembeli";"Chief Purchaser";"1-585-2366558";"4541";"1-585-2366559";"Owen.Lackey@The564.com"
"3584";"20565";"Claudia";"Lacroix";"Claudia";"Lacroix";"1";"District Manager";"Directeur de district";"Bezirksleiter";"Districtmanager";"?????";"Oblastní ?editel";"Körzeti menedzser";"?? ???";"Gerente de área";"????";"????";"Områdechef";"????????????? ??????????";"Aluepäällikkö";"Responsabile di zona";"Distriktssjef";"Dyrektor okr?;wy";"???????? pa?o?a";"Distriktschef";"Director de distrito";"????????????";"Pengurus Daerah";"Manajer Distrik";"1-704-6599887";"6554";"1-704-6599889";"Claudia.Lacroix@The565.com"
"3585";"20566";"Barb";"Lacombe";"Barb";"Lacombe";"1";"Site Assistant Manager";"Chef adjoint de bureau";"Assistent des Filialleiters";"Filiaalassistent";"???";"Asistent vedoucího pobo?ky";"Telephelyi beosztott menedzser";"??? ?? ???";"Sub-gerente de loja";"??????";"????";"Souschef";"????????????? ????????????";"Toimipaikan johtajan avustaja";"Viceresponsabile di sede";"Assisterende butikksjef";"Asystent kierownika oddzia?u";"???. ????????? ???????? ?????";"Biträdande platschef";"Director adjunto de oficina";"????????????????????";"Pembantu Pengurus Tapak";"Asisten Manajer Situs";"1-919-3210223";"6565";"1-919-3210224";"Barb.Lacombe@The566.com"
"3586";"20567";"Denisse";"Lachapelle";"Denisse";"Lachapelle";"1";"Site Manager";"Chef de bureau";"Filialleiter";"Filiaalmanager";"??";"Vedoucí pobo?ky";"Telephelyi menedzser";"??? ???";"Gerente de loja";"????";"?????";"Butikschef";"?????????? ????????????";"Toimipaikan johtaja";"Responsabile di sede";"Butikksjef";"Kierownik oddzia?u";"???????? ???????? ?????";"Platschef";"Director de oficina";"?????????????";"Pengurus Tapak";"Manajer Situs";"1-216-5622334";"6469";"1-216-5622337";"Denisse.Lachapelle@Ont567.com"
"3587";"20568";"Jamie";"Ingram";"Jamie";"Ingram";"1";"Stock Manager";"Gestionnaire des stocks";"Lagerleiter";"Voorraadmanager";"???????";"Správce skladu";"Raktározási vezet?";"??? ???";"Gerente de estoques";"????";"????";"Lagerchef";"???????????? ??????????";"Varastopäällikkö";"Responsabile di magazzino";"Lagerleder";"Kierownik magazynu";"???????? ??????";"Lagerchef";"Director de almacén";"???????????????????";"Pengurus Stok";"Manajer Stok";"1-614-2344558";"8779";"1-614-2344559";"Jamie.Ingram@Acut568.com"
"3588";"20569";"Ioana";"Horvath";"Ioana";"Horvath";"1";"Assistant Purchaser";"Acheteur";"Einkaufsassistent";"Inkoopassistent";"????????";"Asistent nákup?ího";"Segédbeszerz?";"?? ???";"Assistente de compras";"?????";"????";"Indkøbsassistent";"?????? ??????????";"Sisäänostajan avustaja";"Assistente responsabile degli acquisti";"Innkjøpsassistent";"Asystent dzia?u zakupów";"????????? ?? ????????";"Inköpsassistent";"Ayudante de compras";"??????????????";"Pembantu Pembeli";"Assistant Purchaser";"1-503-9966887";"9888";"1-503-9966882";"Ioana.Horvath@Craz569.com"
"3589";"20570";"Lissa";"Haliburton";"Lissa";"Haliburton";"1";"Chief Purchaser";"Acheteur en chef";"Einkaufsleiter";"Inkoopmanager";"?????";"Hlavní nákup?í";"Beszerz?";"?? ?? ???";"Diretor de compras";"?????";"????";"Indkøbschef";"???????????? ???????? ??????????";"Sisäänostaja";"Responsabile degli acquisti";"Innkjøpssjef";"Szef dzia?u zakupów";"???????? ?? ????????";"Inköpschef";"Jefe de compras";"??????????????";"Ketua Pembeli";"Chief Purchaser";"1-717-5444557";"8777";"1-717-5444558";"Lissa.Haliburton@Rent570.com"
"3590";"20571";"Rolf";"Hakka";"Rolf";"Hakka";"0";"District Manager";"Directeur de district";"Bezirksleiter";"Districtmanager";"?????";"Oblastní ?editel";"Körzeti menedzser";"?? ???";"Gerente de área";"????";"????";"Områdechef";"????????????? ??????????";"Aluepäällikkö";"Responsabile di zona";"Distriktssjef";"Dyrektor okr?;wy";"???????? pa?o?a";"Distriktschef";"Director de distrito";"????????????";"Pengurus Daerah";"Manajer Distrik";"1-215-8799887";"7889";"1-215-8799889";"Rolf.Hakka@The571.com"
"3591";"20572";"Habib";"Hajjar";"Habib";"Hajjar";"0";"Site Assistant Manager";"Chef adjoint de bureau";"Assistent des Filialleiters";"Filiaalassistent";"???";"Asistent vedoucího pobo?ky";"Telephelyi beosztott menedzser";"??? ?? ???";"Sub-gerente de loja";"??????";"????";"Souschef";"????????????? ????????????";"Toimipaikan johtajan avustaja";"Viceresponsabile di sede";"Assisterende butikksjef";"Asystent kierownika oddzia?u";"???. ????????? ???????? ?????";"Biträdande platschef";"Director adjunto de oficina";"????????????????????";"Pembantu Pengurus Tapak";"Asisten Manajer Situs";"1-803-2233665";"11";"1-803-2233664";"Habib.Hajjar@The572.com"
"3592";"20573";"Arthur";"Haines";"Arthur";"Haines";"0";"Site Manager";"Chef de bureau";"Filialleiter";"Filiaalmanager";"??";"Vedoucí pobo?ky";"Telephelyi menedzser";"??? ???";"Gerente de loja";"????";"?????";"Butikschef";"?????????? ????????????";"Toimipaikan johtaja";"Responsabile di sede";"Butikksjef";"Kierownik oddzia?u";"???????? ???????? ?????";"Platschef";"Director de oficina";"?????????????";"Pengurus Tapak";"Manajer Situs";"1-901-4566998";"158";"1-901-4566999";"Arthur.Haines@Boot573.com"
"3593";"20574";"Sharon";"Haley";"Sharon";"Haley";"1";"Stock Manager";"Gestionnaire des stocks";"Lagerleiter";"Voorraadmanager";"???????";"Správce skladu";"Raktározási vezet?";"??? ???";"Gerente de estoques";"????";"????";"Lagerchef";"???????????? ??????????";"Varastopäällikkö";"Responsabile di magazzino";"Lagerleder";"Kierownik magazynu";"???????? ??????";"Lagerchef";"Director de almacén";"???????????????????";"Pengurus Stok";"Manajer Stok";"1-361-2336554";"84";"1-361-2336559";"Sharon.Haley@Fres574.com"
"3594";"20575";"Elena";";ubanova";"Elena";";ubanova";"1";"Assistant Purchaser";"Acheteur";"Einkaufsassistent";"Inkoopassistent";"????????";"Asistent nákup?ího";"Segédbeszerz?";"?? ???";"Assistente de compras";"?????";"????";"Indkøbsassistent";"?????? ??????????";"Sisäänostajan avustaja";"Assistente responsabile degli acquisti";"Innkjøpsassistent";"Asystent dzia?u zakupów";"????????? ?? ????????";"Inköpsassistent";"Ayudante de compras";"??????????????";"Pembantu Pembeli";"Assistant Purchaser";"1-214-2355887";"87";"1-214-2355888";"Elena.;ubanova@Spor575.com"
"3595";"20576";"Stan";";ugeon";"Stan";";ugeon";"0";"Chief Purchaser";"Acheteur en chef";"Einkaufsleiter";"Inkoopmanager";"?????";"Hlavní nákup?í";"Beszerz?";"?? ?? ???";"Diretor de compras";"?????";"????";"Indkøbschef";"???????????? ???????? ??????????";"Sisäänostaja";"Responsabile degli acquisti";"Innkjøpssjef";"Szef dzia?u zakupów";"???????? ?? ????????";"Inköpschef";"Jefe de compras";"??????????????";"Ketua Pembeli";"Chief Purchaser";"1-210-3266554";"45";"1-210-3266556";"Stan.;ugeon@Parr576.com"
"3596";"20577";"Greta";";sset";"Greta";";sset";"1";"District Manager";"Directeur de district";"Bezirksleiter";"Districtmanager";"?????";"Oblastní ?editel";"Körzeti menedzser";"?? ???";"Gerente de área";"????";"????";"Områdechef";"????????????? ??????????";"Aluepäällikkö";"Responsabile di zona";"Distriktssjef";"Dyrektor okr?;wy";"???????? pa?o?a";"Distriktschef";"Director de distrito";"????????????";"Pengurus Daerah";"Manajer Distrik";"1-804-2366554";"448";"1-804-2366555";"Greta.;sset@The577.com"
"3597";"20578";"Ginette";";udie";"Ginette";";udie";"1";"Site Assistant Manager";"Chef adjoint de bureau";"Assistent des Filialleiters";"Filiaalassistent";"???";"Asistent vedoucího pobo?ky";"Telephelyi beosztott menedzser";"??? ?? ???";"Sub-gerente de loja";"??????";"????";"Souschef";"????????????? ????????????";"Toimipaikan johtajan avustaja";"Viceresponsabile di sede";"Assisterende butikksjef";"Asystent kierownika oddzia?u";"???. ????????? ???????? ?????";"Biträdande platschef";"Director adjunto de oficina";"????????????????????";"Pembantu Pengurus Tapak";"Asisten Manajer Situs";"1-253-2366554";"877";"1-253-2366557";"Ginette.;udie@Mom578.com"
"3598";"20579";"Bryan";"Fullum";"Bryan";"Fullum";"0";"Site Manager";"Chef de bureau";"Filialleiter";"Filiaalmanager";"??";"Vedoucí pobo?ky";"Telephelyi menedzser";"??? ???";"Gerente de loja";"????";"?????";"Butikschef";"?????????? ????????????";"Toimipaikan johtaja";"Responsabile di sede";"Butikksjef";"Kierownik oddzia?u";"???????? ???????? ?????";"Platschef";"Director de oficina";"?????????????";"Pengurus Tapak";"Manajer Situs";"1-414-6588554";"7772";"1-414-6588556";"Bryan.Fullum@Cycl579.com"
"3599";"20580";"Angelo";"Furano";"Angelo";"Furano";"0";"Stock Manager";"Gestionnaire des stocks";"Lagerleiter";"Voorraadmanager";"???????";"Správce skladu";"Raktározási vezet?";"??? ???";"Gerente de estoques";"????";"????";"Lagerchef";"???????????? ??????????";"Varastopäällikkö";"Responsabile di magazzino";"Lagerleder";"Kierownik magazynu";"???????? ??????";"Lagerchef";"Director de almacén";"???????????????????";"Pengurus Stok";"Manajer Stok";"1-307-5488445";"8777";"1-307-5488447";"Angelo.Furano@Peak580.com"
"3600";"20581";"Marion";"Melletat";"Marion";"Melletat";"1";"Assistant Purchaser";"Acheteur";"Einkaufsassistent";"Inkoopassistent";"????????";"Asistent nákup?ího";"Segédbeszerz?";"?? ???";"Assistente de compras";"?????";"????";"Indkøbsassistent";"?????? ??????????";"Sisäänostajan avustaja";"Assistente responsabile degli acquisti";"Innkjøpsassistent";"Asystent dzia?u zakupów";"????????? ?? ????????";"Inköpsassistent";"Ayudante de compras";"??????????????";"Pembantu Pembeli";"Assistant Purchaser";"49-69-8777889";"9797";"49-69-8777890";"Marion.Melletat@Ultr581.com"
"3601";"20582";"Nobuo";"Matsumoto";"??";"??";"0";"Chief Purchaser";"Acheteur en chef";"Einkaufsleiter";"Inkoopmanager";"?????";"Hlavní nákup?í";"Beszerz?";"?? ?? ???";"Diretor de compras";"?????";"????";"Indkøbschef";"???????????? ???????? ??????????";"Sisäänostaja";"Responsabile degli acquisti";"Innkjøpssjef";"Szef dzia?u zakupów";"???????? ?? ????????";"Inköpschef";"Jefe de compras";"??????????????";"Ketua Pembeli";"Chief Purchaser";"81-3-32112252";"7878";"81-3-32112253";"Nobuo.Matsumoto@Azab582.com"
"3602";"20583";"Yutaka";"Kawamura";"?";"??";"0";"District Manager";"Directeur de district";"Bezirksleiter";"Districtmanager";"?????";"Oblastní ?editel";"Körzeti menedzser";"?? ???";"Gerente de área";"????";"????";"Områdechef";"????????????? ??????????";"Aluepäällikkö";"Responsabile di zona";"Distriktssjef";"Dyrektor okr?;wy";"???????? pa?o?a";"Distriktschef";"Director de distrito";"????????????";"Pengurus Daerah";"Manajer Distrik";"81-6-54887789";"4444";"81-6-54887790";"Yutaka.Kawamura@Daib583.com"
"3603";"20584";"Yuriko";"Fukataki";"???";"???";"1";"Site Assistant Manager";"Chef adjoint de bureau";"Assistent des Filialleiters";"Filiaalassistent";"???";"Asistent vedoucího pobo?ky";"Telephelyi beosztott menedzser";"??? ?? ???";"Sub-gerente de loja";"??????";"????";"Souschef";"????????????? ????????????";"Toimipaikan johtajan avustaja";"Viceresponsabile di sede";"Assisterende butikksjef";"Asystent kierownika oddzia?u";"???. ????????? ???????? ?????";"Biträdande platschef";"Director adjunto de oficina";"????????????????????";"Pembantu Pengurus Tapak";"Asisten Manajer Situs";"81-92-32665544";"3232";"81-92-32665545";"Yuriko.Fukataki@Fuku584.com"
"3604";"20585";"Hiroko";"Nishi";"??";"?";"0";"Site Manager";"Chef de bureau";"Filialleiter";"Filiaalmanager";"??";"Vedoucí pobo?ky";"Telephelyi menedzser";"??? ???";"Gerente de loja";"????";"?????";"Butikschef";"?????????? ????????????";"Toimipaikan johtaja";"Responsabile di sede";"Butikksjef";"Kierownik oddzia?u";"???????? ???????? ?????";"Platschef";"Director de oficina";"?????????????";"Pengurus Tapak";"Manajer Situs";"81-22-23665544";"9978";"81-22-23665545";"Hiroko.Nishi@Gyut585.com"
"3605";"20586";"Chiaki";"Okajima";"??";"??";"1";"Stock Manager";"Gestionnaire des stocks";"Lagerleiter";"Voorraadmanager";"???????";"Správce skladu";"Raktározási vezet?";"??? ???";"Gerente de estoques";"????";"????";"Lagerchef";"???????????? ??????????";"Varastopäällikkö";"Responsabile di magazzino";"Lagerleder";"Kierownik magazynu";"???????? ??????";"Lagerchef";"Director de almacén";"???????????????????";"Pengurus Stok";"Manajer Stok";"81-92-56993349";"5441";"81-92-56993351";"Chiaki.Okajima@Haka586.com"
"3606";"20587";"Yoko";"Inoue";"??";"??";"1";"Assistant Purchaser";"Acheteur";"Einkaufsassistent";"Inkoopassistent";"????????";"Asistent nákup?ího";"Segédbeszerz?";"?? ???";"Assistente de compras";"?????";"????";"Indkøbsassistent";"?????? ??????????";"Sisäänostajan avustaja";"Assistente responsabile degli acquisti";"Innkjøpsassistent";"Asystent dzia?u zakupów";"????????? ?? ????????";"Inköpsassistent";"Ayudante de compras";"??????????????";"Pembantu Pembeli";"Assistant Purchaser";"81-6-65887751";"8978";"81-6-65887753";"Yoko.Inoue@Hank587.com"
"3607";"20588";"Akihiko";"Kanazawa";"??";"??";"0";"Chief Purchaser";"Acheteur en chef";"Einkaufsleiter";"Inkoopmanager";"?????";"Hlavní nákup?í";"Beszerz?";"?? ?? ???";"Diretor de compras";"?????";"????";"Indkøbschef";"???????????? ???????? ??????????";"Sisäänostaja";"Responsabile degli acquisti";"Innkjøpssjef";"Szef dzia?u zakupów";"???????? ?? ????????";"Inköpschef";"Jefe de compras";"??????????????";"Ketua Pembeli";"Chief Purchaser";"81-3-23665566";"4545";"81-3-23665569";"Akihiko.Kanazawa@Hash588.com"
"3608";"20589";"Yukari";"Kobayashi";"???";"??";"1";"District Manager";"Directeur de district";"Bezirksleiter";"Districtmanager";"?????";"Oblastní ?editel";"Körzeti menedzser";"?? ???";"Gerente de área";"????";"????";"Områdechef";"????????????? ??????????";"Aluepäällikkö";"Responsabile di zona";"Distriktssjef";"Dyrektor okr?;wy";"???????? pa?o?a";"Distriktschef";"Director de distrito";"????????????";"Pengurus Daerah";"Manajer Distrik";"81-3-12603387";"5888";"81-3-12603389";"Yukari.Kobayashi@Jouh589.com"
